number,comment,label
1411331045899882500,طيب واللي أقلقتهم وآذيتهم ونكدت عليهم وضيقت عليهم كيف تعتذر؟ لا للتطعيم الاجباري47,anger
1415019883964813320,كل شعور وقلق عشناه من الاجبار على اللقاح اسأل الله ان تعيشة اضعاف مضاعفه وتعرف انه جزاء مافعلته بنا,anger
1395358628501143553,لزيادة الترهيب تم رفع الحالات اليوم نرفض التطعيم الاجباري,anger
1367935992460685318,اليوم كم سجلت الحالات المصابه بفايروس كورونا؟ تناقض عجيب للأسف لا يوجد خطط وشفافيه يعمل بها بالشكل الصحيح رواتب للمسؤلين بلا فائده..!!,anger
1398337298001973248,? مو هذي المشكلة ان اللي محافظين على صحتهم ما حاشتهم كورونا ووسط التخويف عملو بكل سبل الحفاظ على الصحة ورفع المناعه وهذا اللي يصير بالآخر ما تتطعم وانت خطر! مين يا عمي خطر وحنا محافظين على صحتنا اكثر منهم,anger
1405569135124402176,??? والله هذا اللي باقي وهم مع هذا ما نلقح لقاح تجريبي مدري شنو مزعلهم اذا صار المتلقح محصن ليش خايفين عليه,anger
1243148303535087616,الكلب زعلان ليش مو حاطين إسرائيل وحاطين فلسطين المحتلة من ضمن الدول المنتشر فيها كورونا. ?,anger
1271532096826355717,رسالة إلى *المستهترين* ⛔️ *توقفوا من فضلكم* ✋? مع التزايد المخيف في عدد الحالات المصابة بفيروس كورونا، يجب أن تكون هناك وقفة مع المستهترين ممن لا يكترثون بالعواقب الجسيمة لهذا الوباء بعدم الالتزام بأنظمة الحظر والتباعد الاجتماعي، ولهم نقول: ١/٥,anger
1403753131616485378,احنا لو خايفين يا غبية لكان من الأولى ان نخاف من اللقاح اللي تقولون عنه سيتسبب في موتنا او عقمنا او سيزرع شرائح في اجسادنا نحن ايتها الغبية لدينا ما يكفي من الوعي لنفهم خطورة بقاء الوباء صحيا واقتصاديا على المجتمع وضرورة تحصين المجتمع منه و رغض كل طرح يعزز من تفشي واستمرار الجهل,anger
1240954856535404545,للمستهترين وعديمي المسوؤلية، هذه أرقام أرجوا أن يستوعبوا معناها: حالات كورونا عالميا: 19 يناير: 100 حالة 19 فبراير: 76 ألف حالة الآن: 248000 حالة,anger
1245340034255015937,النوع الاول يا دكتور نقدر نقول عنه: مستهتر وعديم مسؤولية قبل واثناء وبعد كورونا. مجرد ينتظر متى يخرج ويعود كما كان، لا خير فيه ولا كفاية من شره,anger
1394103950140399618,طالما انت محصن ليش خايف؟ ولا مو واثق في لقاحك؟ انت اخدت اللقاح بكيفك محد جبرك .. وانا من حقي ارفض ومحد يجبرني من حقي ارفض,anger
1412047744273895428,منطقة عسير تسجل اليوم أعلى إصابات فيروس كورونا بـ 273 إصابة. مبروك الصداره ايها المستهترين بالاجراءات الاحترازيه .. حسبي الله عليكم ونعم الوكيل .. افسدتوا نقاء سياحتنا الداخليه . عسير ابها كورونا,anger
1422495429002993666,كل العالم .. استشعر خطورة كورونا وذاق مرارته .. الا انتم يا موسوسي لا للتطعيم الاجباري82 لا للتطعيم الاجباري80,anger
1384919046349594624,عفواً .. الأولى أن يتم تقييد حركة المصاب بفايروس كورونا والمخالط والمخالط المستهتر وليس الذي لم يأخذ التطعيم ومحافظ على نفسه وملتزم بالاجراءات الوقائية ، كل مواطن له الحق الكامل في خدمات الدولة سواء أخذ التطعيم أم لا.. أخذ اللقاح قرار شخصي ، وفرضه سلب لحقوق الشخص .,anger
1394996638452695046,في حال كنتم فعلاً خايفين على الناس، اكتفوا بإقرار من لا يرغب بالتطعيم ان اذا حصله شيء فهو يتحمل كامل المسؤولية.. من حقنا نرفض لا للتطعيم الاجباري نرفض التطعيم الاجباري,anger
1379413294805581828,شف النذل اللئيم الان تعترف ان دكتور السجن يتابع حالته وتعترف انه اعطي لقاح كورونا من اجل سلامته وزعلان النذل ... عجباً لكم ايها الخونة حتى في كذبكم وادعاءاتكم فاشلين !,anger
1395129870779310081,نرفض التطعيم الاجباري المفروض ما تجبرونا ، صحتنا ملك لنا اللي خايف على نفسه يتطعم انا اتحمل مسؤليتي اذا التطعيم ما يحمي من المرض .,anger
1410493739651457029,طلعت السالفه ( شمعني هذا مو مطعم وهو بس خايف علي نفسه من التطعيم )؟ مو من المرض واتتشاره ، ياعيني علي الدولة وفكرها الراقي!!! لا للتطعيم الاجباري44 الافنيوز,anger
1374372048936574977,العالم المستهتره الي تتجمع وماتلتزم بالاحترازات حتي اللقاح غير مقتنعين فيه ولهم وجهت نظر غريبة وعجيبة هما سبب ارتفاع الحالات ..! ياليت يكون اللقاح اجبارى غصب عنهم .. مو معقول احنا نلتزم وناخذ اللقاح وننحبس في البيوت وهما ماخذين راحتهم ?,anger
1377968175069954048,تسجيل 728 إصابة جديدة بـ كورونا واضح ان هناك من لايريد ان يتحلى بالمسؤولية ، ولايزال مستهتراً ، من الأهمية تغليظ العقوبات بحق المخالفين ، ومن الأهمية ان يكون اخذ اللقاح إجباري ،،,anger
1403429302729904135,بسرعة خذوا اللقاح خايفين على صحتكم ولا والله لنقطع رزقكم لا للتطعيم الاجباري30,anger
1404167730878631940,الا بطلع واعيش والحياه هبه من الله مالأحد يمنع أحد عنها. اللي خايف ومتورط ومب واثق بتطعيمته هو اللي يسجن نفسه ? لا للتطعيم الاجباري32,anger
1407877755149205506,من زمان نصيح عليكم ونحذركم وتقولون اننا موسوسين ? لا للتطعيم الاجباري42,anger
1395146550293188609,قطعاااااا اهلي ماخذين أكسفورد والحين جتهم كرونا وتعبانين ماسوا اي شي اللقاح خررررررطي لذالك نررررررررفضضضص نرفض التطعيم الاجباري,anger
1269471579228049413,أكثر شي يقهرني الفتره هذي الناس المستهتره الي ماقدرت تعب وجهد الدولة في مواجهة كورونا وحرص القادة في المحافظة على الصحة والقضاء على الفايروس ويكفي دعم ولي العهد للصحة ومتابعته الدقيقة لها حتى وصلت مراحل الشفاء نسبة كبيرة وبعدها انتكس الحال في بعض المناطق بسبب المستهترين,anger
1387374091963932672,‼️لا تخرّب على غيرك‼️ حملة توعوية للمبادرة للتطعيم ليس فيها إقناع ولا إزالة إشكالات المت من التطعيم، غاية مافيها (طعّم وفكنا)‼️ يقوم بها طبيب أسنان وعظام ومسالك بولية وولادة‼️ وليس فيها متخصص بعلم الفيروسات‼️ والأدهى أنهم أحياناً يصورونها في المسجد والناس تمثل أنها تصلي‼️,anger
1418622534279434249,ماقد شفت شخص رافض اللقاح إلا ويبغى كل الناس مثله . ماتبي اللقاح لا تاخذ ولا تجلس تأجج رأي المساكين وتهم. دائما حجتهم هي أول درس بالفلسفة اذا مافيه أجابه للسؤال معناتها العكس صحيح. دائماً حجتهم مو انتم ملقحين خلاص ليه خايفين من غير الملقح اللقاح ٩٧٪ بعد الله مانبي ٣٪ينعدون منك,anger
1418621742575128577,لا للتطعيم الاجباري72 طعمت بنتي من حماسها لدخول الجامعه وتعبت ياوزير الصحه وكلت بالامانه وخذلت الشعب بتصريحاتك المبهمه حتى الاستعلام 937اسال الدكتور عن امان اللقاح معصب بالرد ويقول مسموح لكل الحالات الا اذ تحسس بعد الابره يعني لازم ياخذ الابره ويجرب لعشان تدرون انه مناسب او لا,anger
1397401807807205381,سلامات حتي لو يحطونه مستحيل نلقحهم اللقاحات كلها تحت التجربه افهموا,anger
1387098494633226246,احسنت اخي الفاضل وعلى طاري التطعيم الله يستر بس من الناس الي تشكك بالتطعيم وترفض تطعم وتقول إنه يسبب الوفاة هذيله الظاهر ما لهم حل الا التطعيم يصير إجباري أو يتغرمون لأن تشكيكهم ما له أي أساس من الصحة,anger
1391433370933071879,وليش مايبون يتطعمون عسى ما شر الدولة ما قصرت وفرت لنا احسن لقاحين بالعالم .,anger
1246182948635885572,احسن حل بلووووووك ✋? من بدا كورونا وانتم خليكم قريبين وعندنا اخبار واخرتها نفس الكلام تعيدونه..واضح الهدف تجميع متابعين لا اقل ولا اكثر,anger
1277976103487856644,كورونا اليوم في الاحساء 1303 حالة !!! قلنا لكم صفروها ماهو تنافس زيادة الحالات بين المناطق والمدن السعودية,anger
1343147471703302145,اشغلتونا بالشايب ذا ترى من بعد كورونا حسب التقارير انه خسر 70 مليار دولار وين عقليته الاستثماريه وين التحوط ... مشكله نجيب حالات نادره لإشخاص معينين ونبداء ننظر هاذا قال كذا وهاذا فعل كذا بعدين صار ثري,anger
1408845075019403272,احسد الشعب البريطاني. عندهم مبدأ الحريه والعداله مايرضون بالظلم. لا للتطعيم الاجباري45,anger
1409896667214716931,الأطفال في لندن بريطانيا طالعين اعتصامات ضد التطعيم.. تخيلوا ان هالاطفال يفهمون اكثر منكم لا للتطعيم الاجباري48,anger
1236750740498124807,نحن لا نعبد البشر لذلك من يوحد العباده لله ينجح ومن ينبح ياااااحسين ياااااعلي ياااااجعفر خلهم ينفعونهم ويصدون عنهم كورونا,anger
1381019630605570053,افهموني انا ممرض واعاني يومياً من الشيء ذا البسوا تيشيرت يابنات مو معقول اجي اعطيك اللقاح وظهرك كله طالع انا عندي حياء وخجل المشكله اقول لهم في ممرضه يقولون لا ما يحتاج,anger
1403429704582012937,كم كارثه تكفيكم يا وزاره الصحه عشان تفهمون ان الشعب بشر !! لا للتطعيم الاجباري٢٩ لا للتطعيم الاجباري٣٠,anger
1410364940993638400,فهمونا لو عندكم فهم!! لا للتطعيم الاجباري49 لا للتطعيم الاجباري50,anger
1417931536171769862,نرجع لخوينا ابو راس مربع اللي يقول اندونيسيا كويسة ومافيها شي وكورونا صناعة اعلامية وانتم تون الناس ولا تفهمون مدري مازال في اندونيسيا ولا رجع هو وراسه معليش تقرقع ? بالصدر لان مثل هالدلوخ يشاركون بتغريدات وينكبون العالم وهو مايدري وينهي موجهة اهم شي اسمه مكتوب ??‍♂️,anger
1241093890150731776,العالم كورونا ووفيات وانت ايش الاغاني اللي تبون تسمعونها مافي اي احساس او ضمير استغفر الله بس,anger
1246340002356830210,ياناس افهموا ... التباعد وتقليل الاختلاط من أهم الطرق لحرب كوفيد ١٩ ... اللي يقدر يخلص أشغاله من البيت يجلس فيها لا يتحرك .,anger
1361483382870462465,احذروا حملة ضد التطعيمات و نظرية المؤامرة الذين يشككون الناس في التطعيم وينكرون وجود كورونا اصلا! واحسنهم الذي يقول مرض عادي! فهم محاربين للعلم وضد مصلحة البشر! والمهم مصلحتهم من بيع مكملات غذائية ودورات بيع الطاقة والذبذبات! طعم لا تصير مثل هالطاغية قدام كورونا بالكاد يتنفس!,anger
1421557986246471680,تراكم اشغلتو المسلمين باللقاح اللي مامنه فايده الحامل لا تروح ولا تجي ولا تختلط دايم في البيت وتعبانه تبوها تخاطر بجنينها هي ابخص بنفسها خلوها لين تولد بالسلامة بعدها تاخذه,anger
1279030309741355008,لا احد يقولي الهيئه الله لا يعيدهم اتوقع الشباب والبنات نسو قانون التحرش ونسو الغرامات حقت كورونا وياريت يكثفون الامن والشرطه في اماكن تجمعات بالويكند ويطبق القانون بكل حذافيره وسلامتكم ??? يو ووك,anger
1267283733738074112,اتوقع كورونا صاحب الفكره لانه مستحيل بعد كل الاجراءات والتوصيات والتحذيرات والخسائر الانسانيه والماديه يأتي هذا التصرف اللامبالي بما قد يحصل او يسببه,anger
1413194849793290246,طيب ليش اللقاح عندنا بالغصب واجباري اتوقع ما فيه ولا دولة عربية اللقاح فيها إجباري إلا عندنا فقط,anger
1479232188398944258,كيف تعلق حياتي العملية على برنامج قابل لتلف ببساطه. لي اكثر من نص شهر وتوكلنا يظهر اني غير محصن على الرقم من اخذي الجرعات الثلاث. لابد يكون في حل اضافي عند حدوث مشكلة بالبرنامج كشهادة او.... هذه ارقام البلاغات من غير العديد من الاتصالات A0338252 .A0371644 الى الآن وانا اعاني,anger
0,بأي يحق كل يوم تهددونا المرور من جهه والتعليم والصحه والبلديات… وجع,anger
0,تم الاتصال بي صباح اليوم في المنطقة الجنوبية وتم حجز موعد وذهبت. قسم بالله تعبت تعبب لا يعلمه الا الله ألم شديد وصداع رهيب. والمسحه الخبيثه طويله والممرض غير سعودي وشكله حمار . لم يكتفى بربع المسافه ولا النصف شعرت بألم فضيع. وأخرجها من الانف جهة اليمين وادخلها في الجهه اليسرى ونفس الالم والصداع والوجع. ولم استطع اكمال صيام يومي وفطرت من شدة الالم والصداع. حسبي الله عليه شكله كان جزار.,anger
0,الشعب مو مهتم بهذا الوباء مستهزين الأمر خليكم في بيتكم وجع يوجعكم,anger
0,شسالفه كل يوم حالات والمشكله كلهم من برا المملكة طيب ليه تخلونهم يجون ياخي مشكلة كل يوم العدد يزيد تعبت نفسيتنا كل يوم يطلعون ناس جدد,anger
0,يا حكومتنا الرشيدة سوو حظر التنقل بين المدن... بالنسبة للناس هذولي ياخي اذا منت خايف على نفسك خاف على غيرك على كبار السن من والدين وأقارب اهلك من تعز وتحب فكر ف العواقب والناائج تجيبون المرض صدق,anger
0,والله العظيم فيه ناس ماتعرف الحجر ولاتتقيد بتعليمات وزارة الصحه فيما يخص هذا الامر.. هذولا هم اللي اخر الحظر.. رساله لهؤلاء المستهترين : يا اخوان في دولة تدفع مليارات وفيه رجال امن تفطر في الشارع عشان صحتك وانت مستهتر ماتجلس في بيتك.. اغلب الحريم ياخذون عيالهم ويسيرون عند جيرانهم في الحارة وهذي النتايج.. خافوا الله واسمعوا واستجيبو للاوامر.. الدولة تقدم مالديها من امكانيات عشان نبقا بخير وصحة وسلامه.. تعاونو معها واجلسوا في بيوتكم..,anger
0,الاغبياء يرحون يتجمعون بالسوبر ماركت وبسوق الخضرا خايف على بطونهم من الجوع ومهب خايفين من كورونا قعدو في البيوت جعلكم للريح,anger
0,صرلي اسبوع مريضة بكورونا كتير تعبت مفاصلي حاسستن مكسورين الله ينتقم من اللي كان السبب بنشر الفيروس,anger
0,وجع,anger
0,التسجيل على هذي المنظومة جداً صعب حاولت طلعت روحي وانا احاول برنامجهم معلق يقولي خطأ وانا كل يوم احاول ومتأكدة انها صح وهو فيه واجبات وكذا وكل صديقاتي دخلوا خلاص تعبت كل يوم احاول وغير كذا ناس مامعهم جوالات ولانت كيف بيدخلون ؟؟,anger
0,تعليق ٢ ماذا تريد بالضبط كل الأعلام حولك والعالم امامك وتطلب منا نحن النصيحه لماذا اتوقع لك مآرب اخرى الجميع يمتلكون عقولا وهي التي تقودهم للصواب وعليهم تحمل نتائج الاختيار وانت كذلك,anger
0,مبدع رائع ياناصر واقول للي ينتقدوه عندك ٦٠٠٠٠٠ قناه غير مسلسل ناصر ليه تتفرج عليه هههههههههه مع نفسكم,anger
0,ناس همج يحرقون الجثث كمايفعل الهندوس,anger
1234592818615767040,مشددين على أخذ المعلومة من مصادرها الرسمية فقط مغردون يدعون لعدم تناقل الإشاعات عن فيروس كورونا؛ لما فيها من تخويف للناس,anger
1234785004112183296,الوقاية مهمه ضد كورونا السعوديه ولكن الي يصير مبالغة عجيبه وترهيب للناس في المستشفى الذي اعمل فيه حاليا في لندن ١٤ حالة positive وأربع منها تشافت بعد ٢٠ يوم وتحولت الى negative وتم خروجهم من المستشفى حتى ماصار لهم اي مضاعفات تنفسيه تتطلب التنفس الاصطناعي هنا ثريد,anger
1238044197199978496,ايران تقول للناس المصابين بفايروس كورونا لا تقلقوا ؛ نحسبكم شهداء و أمنية كل إنسان مسلم نيل الشهادة,anger
1239479139226304512,💕 دع القلق وعش حياتك طبيعيا كيف تتغلب على الشعور بالقلق الناجم عن فاشية مرض كورونا,anger
1240040918285238276,للتغلب على القلق احصل على الحقائق وابتعد عن الشائعات والمعلومات غير موثوقة المصادر كورونا,anger
1246405810219073538,فيروس كورونا لا اتفق مع أولئك الذين يلبسون قبعات أو كابات على شكل فايروس كورونا كما فعلت الشرطة في الهند لتخويف الناس من عدم التواجد في الأماكن الممنوعة أو بعض القنوات التي تضع خلفيات مذيعيها صور كورونا والسبب ان هناك أشخاص مرضى أو خسروا أقاربهم وهذه الخلفيات كارثة بالنسبةلهم,anger
1250849889069785089,البروفيسور واستشاري الطب النفسي طارق الحبيب التخويف من كورونا أمر مطلوب حتى يلتزم الناس بالإجراءات الاحترازية برنامج ياهلا خليجية,anger
1252242003464765441,شخطاط 🔴 اخواني الهمج والمتعنصرين حبيت افكركم ترا الاجانب مسلمين مثلهم مثلنا وما راحوا جابو كورونا من سمعوه وحطوه في السعوديه ويوم يخرب مكيفك ولا تضرب ماصورة الموية بتروح للأجانب اللي مو عاجبينك وتراهم ما يحبون الموت وعندهم عيال واهل مثلنا يعني خففوا صوت الهمجية أعقلوا👍,anger
1254462008457641986,من الصحافة الإيرانية • برلماني 74% من سكان سيستان وبلوتشستان تحت خط الفقر و كورونا يزيد القلق • روحاني لأمير قطر نحن نراقب عن كثب تحرّكات الأمريكيين • ظريف ونظيره القطري يبحثان التطورات في أفغانستان المزيد من الأخبار على رصانة,anger
1255596361124380673,انا وزملائي في حالة قلق شديد وكلامنا صادم للبعض ادي الي شتيمتنا واتهامنا بالنفاق للحكومة ودعوات الموت بالكوفيد لنا ولاسرنا برضه معلش ده شغلنا ولا نبغي غير سلامة الجميع تفادوا العدوي اقراؤا بوست د هشام الدوش من وسط الكوفيد١٩ الموضوع ببساطة اننا نعرف امكانياتنا او محدوديتها,anger
1260535645212213253,ما الهدف من نشر الإشاعات وتخويف الناس من مرض كورونا ؟! هل نمنع الناس من قيادة وركوب السيارات مع احتمال وقوع الحوادث الخطيرة ؟! الحظر سجن جماعي للملايين من الناس منذ أكثر من شهرين !! الحظر الكامل الحظر الكلي الحظر الشامل كورونا,anger
1261245862610636802,ما الفائدة من تخويف الناس من مرض كورونا !! شاهد مئآت المقاطع في اليوتيوب عن حوادث السيارات وإصابة وموت الآلاف من الناس هل نضع حظر على ركوب السيارات ؟!! الحظر سجن جماعي للملايين من الناس الإنسان العاقل يعمل الأسباب التي تحميه من الحوادث والأمراض ويتوكل على الله كورونا,anger
1265767359681363968,كثرة تناقل المعلومات الخاصة بڤيروس كورونا المستجد وتضارب هذه المعلومات وتناقض الدراسات وتهافت الكثير من المختصين وغير المختصين لنقل ما صح من تلك المعلومات وما لم يصح كل ذلك أفضى للتشويش على الناس وفقد الثقة في المعلومة الطبية — نصيحة اتبعوا تعليمات وزارة الصحة فقط !,anger
1266130723410452482,عند إصابة شخص بكورونا لا سمح الله أكثر سؤال يقلقه ويدور في باله وقتها يارب ما أكون نقلته لأبويا وأمي وزوجتي وأطفالي ما حتقدر توقف عن التفكير والقلق أفهم إنك طفشان ونفسك تخرج وتتمشى بس صدقني مافي شي يسوى الخوف والضغط النفسي اللي حتكون فيه وقتها أجلس ببيتك عشانهم وعشانك,anger
1268663460000382977,أكتب بكل شفافية عن وباء كورونا السعوديه ليس ارجاف او تخويف إنما حقائق البعض من الناس يتضايق من الحقيقة من زملائي ابنائي وبناتي الاطباء والممارسين الصحيين هناك شهداء في مواجهة الوباء من حقهم علينا ان يعلم الجميع المعاناة في أروقة المستشفيات بسبب الضغط الشديد,anger
1271875822346014721,بالله كيف نسوي مع هذه الهمجيه الدوله تكافح كورونا وهؤلاء يصرون على انتشاره ايش الحل في رائيكم معاهم ؟؟ الرياض اليوم جازان جازان الآن نعود بحذر,anger
1305068897343803393,توحيد جهود الدوله سواء في الأجهزة الحكومية أو السياحية والتجارية فيما يخص كورونا مهم جدا حتى لا يحدث تناقض وكل واحد ينفرد برأي دون مستند علمي حقيقي كمثل الرياضه بالهواء الطلق دون تقارب وبشكل منفرد ما علاقتها بالكمامة Seha ؟!!!,anger
1339899622051987457,وزير الصحة اللقاحات تصاحبها تخويف من الناس حيث تكون عادة بشكل غير علمي وبطريقة مضحكة واحد يمشي من ورا -,anger
1340415104907677698,sh1234 عدم الاقتناع بالتطعيم حق شخصي ما يجادل فيه أحد لكن تخويف الآخرين يحتاج إلى تخصص ومعلومات وتحمّل مسؤولية الرأي افرض أن إنسانا لم يطعّم بناء على كلامك وأصابه كورونا ومات وترمّلت زوجته وتيتّم أطفاله فهل تتحمّل المسؤولية أمام رب العالمين وأمام الناس؟,anger
1343272994391674881,مش مفهوم التركيز الاعلامى لدرجة تخويف الناس من كورونا وفى نفس ذات الوقت بنتعامل مع الأمور وكان كل شىء تحت السيطرة وكل ماحدث 50 جنيه غرامة لعدم ارتداء الكمامة !! ربنا يتولنا برحمته,anger
1351591143490904065,كل شيء كان معد له مسبقا لم يصنعوا الفيروس إلا وقد صنعو اللقاح ورتبوا لكل مرحلة من وباء/ ذعر وتخويف/ حظر/ كمامات وتباعد/ ضرب إقتصاد وإفقار/ ضغط على البشر/ سن قوانين وإجبارهم عليها بالقوة والويل لمخالف خطة النظام العالمي الجديد/الشيوعي/الديكتاتوري قائمة على قدم وساق الله لا يوفقكم,anger
1367935992460685318,al3z اليوم كم سجلت الحالات المصابه بفايروس كورونا؟ تناقض عجيب للأسف لا يوجد خطط وشفافيه يعمل بها بالشكل الصحيح رواتب للمسؤلين بلا فائده !!,anger
1368094641128607744,duwailah اولا انت عممت على كل حريم الكويت انهم ينقلون لكورونا وثانيا تطلب اعطاء رجلها مهر لأجل زوجه ثانيه ماهذا التناقض🧐,anger
1368517906330435587,نعم للتطعيم أحد سبل التوعية التحفيز والترهيب حتى الآن لايوجد محفز ل التطعيم ويقابله ترهيب كان بالحظر واللوائح المشددة أو حملات مضادة للتطعيم لترهب الناس عن أخذه حفزوا الناس بمنحهم ميزات اللقاح بأن توفر أماكن آمنة لمن تطعم لايدخلها الغير مطعم,anger
1369757211094900741,دع الخوف دع القلق خذ اللقاح لتعيش حياتك طبيعيا لتعيش حياتك دون خوف الحمدلله على نعمة اللقاحات عالميامن اخذه هم كبارالسن جدا ومرضى حالتهم خطرة مجتمعناشاب ولذلك أمامك الفرصةلأخذ اللقاح لم يثبت ضررحقيقي للقاح واحدمن كل اللقاحات المعتمدةعالميابعدتلقيح أكثر من 2 مليون إنسان,anger
1377969440688644098,أمر مقلق جدا أن نشاهد هذه القفزات الهائلة في إعداد الإصابات بـ كورونا برغم الجهود التي تبذلها وزارة الصحة في تقديم التوعية بأهمية اخذ اللقاح وتطبيق الإجراءات الإحترازية و الوقائية يبدو أن هناك لايزال مستهترا ويعبث بأرواح الكثيرين,anger
1378149099476779010,ثريد طويل وتفصيلي عن موضوع الحرب السياسية القائمة على لقاح استرازينيكا اقرأوه بتمعن وراح تلاقوا اجوبة كتير على القلق بشأن اللقاح الموضوع سياسي بحت بين بريطانيا والإتحاد الأوروبي,anger
1384496406388432897,ماهي شماتة و لا هي تصيد و لكن الزمن اذا دار يوجع نعوذ بالله من الشماته كورونا في معسكر النصر,anger
1384961293887713281,بعض الحسابات الإخبارية أعادت صياغة تصريح الهيئة بغرض الإثارة وتخويف الناس من التطعيم! هذا موقف الهيئة بشكل رسمي وواضح عام / الغذاء والدواء اللقاحات المعتمدة في المملكة عالية السلامة وحدوث أعراض الجلطات بالتزامن مع استخدام لقاح,anger
1386772004624293891,قمه التناقض اللي شفته بنصائح الصحه هي ان الكورونا خطر على مرضى السكر والحوامل و اوكي بسكت لكن بنفس الوقت اغلب من اخذ اللقاح اصيبو بكورونا مباشره وخلال اسابيع بالرغم انهم لمده سنه كامله لم تتعرض مناعتهم لكورونا بالاصل ! كيف تنصح بتعريض مناعتهم وحياتهم للخطر ! بفهم,anger
1387444161520017412,منظمة تقتات ع الأوبئة كورونا راح يكون مثل قميص عثمان كل ماتحسن الوضع خرج تصريح من هالمنظمة لإرهاب البشر وتخويفهم,anger
1388669340162080769,الاخوة والاخوات الذين كانوا ينشرون شائعات وآراء في الواتساب وتويتر تخيف الناس من لقاح كورونا وجعلت الكثير منهم يحجم عن أخذه وخصوصا كبار السن ومن ثم أخذتم اللقاح اسألكم بالله وفي ذمتكم هل عدتم وأعتذرتم لأولئك الناس الذين وصلتهم تغريداتكم ورسائلكم وأخبرتوهم أنكم أخذتم اللقاح؟,anger
1390979024625745920,SA بغض النظر نختلف أو نتفق على أهمية اللقاح والله ينفع به لكن اسلوب الإجبار و كذلك التناقض في القرارات و تعارض القرار مع بعض اللوائح شيء عجيب و يخلي الواحد يفقد الثقة بهذي الجهة ويرتفع ضغطه صراحة !!!,anger
1390980816268890112,الله خلق الانسان وجعل له جهاز مناعي يقيه ويحميه من الامراض وجاء الطب الحديث الشيطاني واخترع تطعيمات وادويه تدمر هذا الجهاز وقد نجحوا وظهرت امراض السرطان والسكري والتوحد وكرونا وغيرها فكر قبل ان تتخذ القرار صحتك بيدك لا للتطعيم الاجباري,anger
1391330030358302720,أحمدي نجاد أنا أرجّح أن مسؤولي البلد أخذوا اللقاح وارتاحوا ولم يعودوا يشعرون بقلق الناس ولا نلمس حزنا أوتعاطفا منهم من السهل جدا أن يتحدث شخص عن وفاة 450 شخصا يوميا لا يجري أي تغيير في الأساليب والمعطيات ومن شأن هذا تعقيد الحالةالعقلية والنفسية للناس شؤون إيرانية,anger
1394734113161162759,والله ما اخذته الصحه تخلي مسوليتها من اي مضاعفات وتصدر قرار تطعم تناقض عجيب ارفض اللقاح من حقنا نرفض,anger
1395157660459225089,ليس ترمب فقط من تضرر إنما شعوب العالم أجمع وتهويل وترهيب الناس من كورونا وكأن الناس تتساقط موتى في الشوارع,anger
1395230217120239616,تحسبو نسينا !!انتو تناقضو الواقع ؟؟هذا ايش👇🏻((ايجابي))بعد التطعيم وانا شخصيا اعرف ٤ حالات مشابهه والله على ما اقول شهيد من حقي ارفض لا لربط الوظيفه بالتطعيم لا للتطعيم الاجباري٧ لا لربط السفر بالتطعيم لا للتلقيح الاجباري,anger
1395358628501143553,لزيادة الترهيب تم رفع الحالات اليوم نرفض التطعيم الاجباري,anger
1395775853313859590,دورهم يشتغلون على برمجه الناس وضغطهم نفسيا وتخويفهم ينامون ويحلمون بكورونا ومورونا,anger
1395871877587943424,هذا الفيديو من العام وأصلا معكرونا بس براس البشر ماكو شي على أرض الواقع سوى تضخيم وتطبيل وتهويل وتخويف من الإعلام الدجال,anger
1396003692923531266,الانفلونزا اختفت بسبب التزام الناس بالاجراءات الاحترازية 😌 اصابات كورونا مقلقة بسبب عدم التزام الناس بالاجراءات الاحترازية 🤪 غرد كأنك وزارة الصحة,anger
1396547715111194624,فكر من جديد 🤔✋ هم يعلمون بأن نشر أخبار الجائحة المزعومة على مدار الساعة الترعيب والترهيب يسبب المرض لشريحة كبيرة من الناس سواء النفسية أوالجسدية إنه Nocebo Effect الذي أمرض نسبة كبيرة بهراء كونونا وذلك بالتأثير العقلي مما ينعكس على التفاعلات الكيميائية والفسيولوجية بجسمهم,anger
1396933349789274112,وباء الفطر الاسود لن تجبروني ان اخذ التطعيم ومن حقي الاختيار ولن ترهبوني بمسلسل التخويف السخيف الفطر الاسود السلاله المتحوره,anger
1398107754632462336,حكومة الهند منزعجة من تويتر بسب تفشي كوفيد قالت شركة تويتر يوم الخميس إنها قلقة على سلامة موظفيها في الهند ودعت الحكومة إلى احترام حرية التعبير؛ NY Post 👇Twitter chief Jack Dorsey at a 2018 town hall meeting with university students in New Delhi,anger
1398421486080233472,من حقك أن تأخذ اللقاحات او ترفض لا تبيع حريتك تحت أي ضغط أو تخويف أو تهديد أو ابتزاز من يستسلم لابتزاز تلاحقه الابتزازات للأبد حتى يقف في وجهها افعل ما تريد بحريتك تطعيم أو لا تطعيم لا يملك أحد القرار عليك أنت صاحب قرار حياتك,anger
1398504156437127170,يالله انتم واسلوب الترهيب والترويع هذا! ما شبعتوا منه؟ قلنا كيف بتقضي اللقاحات على التحورات اذا كانت هي سبب في ظهورها؟ ووين هذي الدراسات اللي اثبتت فعالية وسلامة اللقاحات اذا هي لازالت تجريبية وتحت بند الطوارئ ونسبة فعاليتها كل يوم تقل عن اللي قبله؟ وكفى تخذيلا 😒,anger
